factor_name,original_frequency,category,period_used,trend_strength,seasonal_strength,trend_slope,mean_resid,std_resid,skew_resid,kurtosis_resid,lb_pvalue,normal_pvalue,passed_white_noise,passed_normality,final_length,image_path,adf_p,kpss_p,is_stationary,station_method,is_stationary_after
transfers_volume_sth_to_exchanges_profit_sum,10m,transactions,144,0.0007881742245569451,0.21500647212981133,-0.00038213900160051685,1.1767159902818123,269.37407592304436,-0.054265080154583784,55.365912335102976,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_sth_to_exchanges_profit_sum_10m.png,0.0,0.01,False,diff1,True
transfers_to_exchanges_count,10m,transactions,144,0.002131349226167894,0.2607084021308407,0.0003189388813584138,30.8964711097166,603.1237720243072,0.33898755299485556,3.951019222020399,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_to_exchanges_count_10m.png,0.0,0.01,False,diff1,True
transfers_volume_entity_adjusted_from_lth_profit_sum,10m,transactions,144,0.001966085665100213,0.6131475015517331,0.0002640014089722043,2.6016548961095673,364.49421422906227,-5.435688064336436,448.59291194035774,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_entity_adjusted_from_lth_profit_sum_10m.png,0.0,0.01,False,diff1,True
transfers_volume_profit_sum,1h,transactions,24,0.007272802940688955,0.27045276712012295,-0.008970111839404264,34.19572746477623,4689.935878404868,0.31830483801764997,29.396775517683373,3.244268478114633e-251,0.0,False,False,7462,./data/image_multi_freq/transfers_volume_profit_sum_1h.png,3.4842812946455155e-14,0.01,False,diff1,True
transfers_volume_entity_adjusted_from_sth_profit_sum,10m,transactions,144,0.0011423285837625656,0.19958899256455087,-0.0009169793227825892,15.090831961906995,889.8718906738703,0.10637023957155349,52.13287186562292,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_entity_adjusted_from_sth_profit_sum_10m.png,2.1646334532445554e-30,0.01,False,diff1,True
transfers_from_exchanges_count,10m,transactions,144,0.0028403368652336583,0.254470432470603,-0.0007136430147735571,26.01038079902127,392.0420004386637,0.4075550872595998,4.826066416946186,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_from_exchanges_count_10m.png,0.0,0.01,False,diff1,True
transfers_to_otc_desks_count,10m,transactions,144,0.0008553683983331788,0.15630819493640566,-5.523981877022138e-07,0.0034686734817545315,0.9349236138653942,-3.5371263865506735,205.2245204206192,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_to_otc_desks_count_10m.png,0.0,0.01,False,diff1,True
transfers_volume_adjusted_median,10m,transactions,144,0.004357751655796202,0.49524609281476445,-8.480609493401265e-09,8.736142609341071e-05,0.0021517457630433777,17.48738159398437,1164.284507578196,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_adjusted_median_10m.png,0.0,0.01,False,diff1,True
transfers_to_miners_count,10m,transactions,144,0.0010999925156200384,0.16366406557622268,4.706136956432791e-05,0.15214868253472674,8.595691942489232,0.2938032165675013,80.96204416230526,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_to_miners_count_10m.png,2.0627187773800662e-30,0.01,False,diff1,True
transfers_volume_lth_to_exchanges_loss_sum,10m,transactions,144,0.00045124399027385536,0.5994264721639971,-1.7738722289861246e-06,-0.0020127862188612975,6.032811725334028,-0.2644181640076121,1137.543473655083,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_lth_to_exchanges_loss_sum_10m.png,0.0,0.01,False,diff1,True
transfers_volume_sth_to_exchanges_sum,10m,transactions,144,0.0009531753912018707,0.24399820765187136,0.0003071023293288146,3.4352601986641402,416.89616924210003,0.03478845094127395,50.03596258993979,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_sth_to_exchanges_sum_10m.png,0.0,0.01,False,diff1,True
transfers_volume_from_exchanges_mean,10m,transactions,144,0.0010136640795921803,0.1595260954899439,5.128711422341628e-06,-0.01613652807623915,1.3621758722660913,-0.09442813678513715,217.251855198546,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_from_exchanges_mean_10m.png,0.0,0.01,False,diff1,True
transfers_volume_to_otc_desks_sum,10m,transactions,144,0.001791640615597303,0.45882836352313583,0.00021703549803148356,0.4685944955366756,109.45094660854569,1.5513912719837866,261.57739892151113,0.0,0.0,False,False,44782,./data/image_multi_freq/transfers_volume_to_otc_desks_sum_10m.png,0.0,0.03666010270147946,False,diff1,True
